NODE_NUMBER, occurences 
2523,16
4413,16
5916,16
372,16
997,16
7561,16
9172,16
102,16
6654,16
6163,16
8190,16
2016,16
9971,16
1661,16
2424,16
126,16
6298,16
1451,16
2341,16
3173,16
8662,16
827,16
3290,16
1260,16
147,16
4965,16
8926,16
7920,16
586,16
9507,16
564,16
3136,16
176,16
3097,16
4776,16
338,16
7654,16
2873,16
5915,16
283,16
4074,16
4393,16
9473,16
1473,16
551,16
3631,16
2452,16
205,16
2818,16
7357,16
1570,16
332,16
7419,16
7313,16
4032,16
2515,16
1951,16
657,16
3989,16
7487,16
251,16
7042,16
6690,16
5904,16
436,16
8446,16
9827,16
8876,16
2750,16
9911,16
6922,16
8319,16
9270,16
4161,16
7565,16
8031,16
6467,16
879,16
5893,16
4478,16
9987,16
9424,16
9494,16
6001,16
1544,16
1712,16
2691,16
7586,16
6780,16
7214,16
5658,16
6976,16
5053,16
5535,16
3436,16
6593,16
8108,16
2291,16
4599,16
3362,16
6213,16
7460,16
1561,16
7133,16
7481,16
356,16
2812,16
8854,16
5578,16
2549,16
4584,16
3404,16
8805,16
376,16
931,16
5633,16
4822,16
3720,16
4364,16
8848,16
9012,16
1179,16
5852,16
2428,16
691,16
401,16
3945,16
615,16
6494,16
3432,16
5645,16
413,16
6392,16
2828,16
3535,16
6250,16
6584,16
2786,16
680,16
9125,16
4894,16
4593,16
1650,16
2654,16
7439,16
6225,16
2906,16
656,16
3790,16
6838,16
3406,16
6987,16
506,16
7847,16
2951,16
9419,16
2184,16
3156,16
5294,16
4543,16
808,16
5402,16
3858,16
9072,16
7612,16
4470,16
592,16
4163,16
5616,16
3598,16
6991,16
7135,16
3649,16
5691,16
1158,16
5367,16
3962,16
5812,16
2045,16
5065,16
9841,16
9892,16
9561,16
2554,16
5094,16
8105,16
9029,16
6007,16
7025,16
686,16
6607,16
5061,16
4652,16
4156,16
8422,16
4912,16
7291,16
8514,16
5512,16
1913,16
6966,16
2288,16
8543,16
7810,16
7568,16
1328,16
3974,16
2410,16
1514,16
4334,16
8668,16
7576,16
1800,16
5781,16
2368,16
7047,16
5296,16
8345,16
2014,16
3093,16
5864,16
5513,16
9486,16
5935,16
2727,16
3541,16
7528,16
3484,16
7116,16
9889,16
6516,16
6263,16
8064,16
3652,16
5605,16
6315,16
9403,16
4077,16
7650,16
9007,16
9606,16
5429,16
2314,16
970,16
8632,16
6122,16
6813,16
3160,16
7063,16
9600,16
9738,16
8191,16
8732,16
6658,16
6222,16
4341,16
9981,16
4169,16
5793,16
7125,16
7149,16
3827,16
8983,16
6269,16
6297,16
4053,16
6675,16
4336,16
9462,16
1502,16
2032,16
3816,16
5913,16
8608,16
1266,16
5025,16
2981,16
9017,16
6599,16
7896,16
8399,16
8740,16
9983,16
1361,16
5285,16
2889,16
1394,16
1423,16
4297,16
1998,16
5411,16
7088,16
1578,16
5096,16
7160,16
8037,16
9833,16
6964,16
7858,16
3955,16
1976,16
7524,16
2300,16
1973,16
1979,16
3986,16
9997,16
8558,16
5475,16
268,15
7288,15
329,15
5776,15
3470,15
8469,15
874,15
4737,15
3509,15
3778,15
6195,15
2471,15
8184,15
7580,15
47,15
7452,15
5682,15
54,15
5477,15
9482,15
195,15
5953,15
7711,15
6276,15
1526,15
3480,15
2060,15
8445,15
1099,15
1586,15
719,15
1773,15
4138,15
6151,15
9488,15
4732,15
5040,15
9010,15
6466,15
7875,15
3642,15
1013,15
7881,15
109,15
445,15
4666,15
2768,15
123,15
4171,15
781,15
9312,15
9704,15
8070,15
3839,15
8859,15
5480,15
3339,15
5796,15
155,15
2577,15
7811,15
8978,15
9117,15
4196,15
4807,15
7122,15
6430,15
864,15
2071,15
7166,15
1455,15
4017,15
3901,15
1271,15
6823,15
597,15
203,15
9199,15
8113,15
1213,15
922,15
213,15
1660,15
2304,15
7709,15
2746,15
5371,15
1601,15
3135,15
8525,15
3129,15
7369,15
4583,15
252,15
9485,15
4707,15
1594,15
2292,15
5533,15
6554,15
2999,15
1159,15
3075,15
6723,15
3600,15
9357,15
6895,15
9343,15
8538,15
1262,15
6555,15
7453,15
837,15
9098,15
6160,15
8712,15
7490,15
3804,15
326,15
2050,15
6399,15
6710,15
9701,15
4933,15
2283,15
2813,15
2482,15
7131,15
7306,15
4594,15
2033,15
6030,15
3587,15
8541,15
6739,15
7048,15
3261,15
5026,15
1592,15
792,15
6615,15
8434,15
1532,15
5218,15
828,15
377,15
8486,15
380,15
4376,15
7518,15
3055,15
7405,15
1384,15
7771,15
5918,15
1029,15
415,15
5966,15
4682,15
420,15
1722,15
8676,15
9976,15
1190,15
1210,15
2241,15
3633,15
4927,15
3107,15
1954,15
4992,15
5170,15
3408,15
6912,15
8388,15
6572,15
5942,15
493,15
4141,15
4699,15
9230,15
1173,15
4936,15
5909,15
870,15
4272,15
5377,15
4930,15
2838,15
4825,15
1739,15
5572,15
4734,15
559,15
6171,15
2230,15
4021,15
5229,15
589,15
2134,15
6887,15
9627,15
2301,15
6897,15
9150,15
5375,15
9206,15
9662,15
3369,15
6061,15
2262,15
2710,15
7675,15
1254,15
8560,15
647,15
9239,15
897,15
9145,15
5330,15
675,15
3569,15
9989,15
3543,15
6846,15
2662,15
1810,15
3282,15
3813,15
6728,15
7573,15
1819,15
3727,15
1583,15
8786,15
9702,15
6395,15
824,15
4158,15
3060,15
2185,15
8494,15
2548,15
6761,15
762,15
4813,15
1984,15
770,15
2809,15
3698,15
7744,15
6927,15
1222,15
1343,15
7416,15
2072,15
5264,15
8508,15
7982,15
6267,15
3169,15
5602,15
4519,15
1426,15
2413,15
6482,15
5937,15
3762,15
9632,15
6547,15
3409,15
4996,15
6379,15
9234,15
6247,15
6454,15
3671,15
3089,15
3506,15
2062,15
6419,15
4238,15
1299,15
6598,15
9022,15
1755,15
9838,15
7996,15
5900,15
7900,15
3891,15
2403,15
1113,15
3946,15
9439,15
6074,15
6817,15
3066,15
1928,15
8351,15
9737,15
4505,15
3201,15
2595,15
7746,15
6605,15
1317,15
4572,15
7804,15
9183,15
8797,15
4793,15
8260,15
7240,15
6758,15
4230,15
2781,15
9406,15
6244,15
5204,15
8531,15
8417,15
3278,15
5883,15
1728,15
6300,15
9658,15
9304,15
2435,15
9598,15
2983,15
2153,15
9684,15
2209,15
1752,15
8895,15
6227,15
6377,15
2058,15
6125,15
2317,15
3826,15
2555,15
2271,15
8510,15
4277,15
4740,15
8236,15
2656,15
9374,14
9315,14
4869,14
5312,14
3666,14
4851,14
7887,14
9254,14
39,14
2038,14
9730,14
9935,14
5405,14
7417,14
1312,14
30,14
4622,14
3847,14
976,14
7974,14
7386,14
9995,14
5763,14
9975,14
4802,14
9961,14
3059,14
3648,14
631,14
3111,14
3583,14
5178,14
7978,14
5547,14
7798,14
5486,14
9177,14
7418,14
4486,14
3576,14
696,14
9795,14
8624,14
724,14
9295,14
8249,14
2508,14
302,14
6483,14
6818,14
1465,14
507,14
3146,14
5045,14
129,14
169,14
9053,14
3713,14
139,14
4213,14
6024,14
8865,14
3571,14
6438,14
3617,14
7010,14
6708,14
9551,14
8165,14
8988,14
178,14
6002,14
5195,14
3182,14
5816,14
6205,14
5532,14
1339,14
8976,14
1619,14
4033,14
8087,14
6805,14
3108,14
1395,14
756,14
3314,14
4425,14
3106,14
9723,14
3216,14
9982,14
2379,14
8443,14
1730,14
4374,14
8331,14
3752,14
235,14
9198,14
249,14
5352,14
4096,14
5727,14
3888,14
6080,14
2908,14
5917,14
6954,14
6490,14
1092,14
9873,14
5199,14
3529,14
1792,14
5112,14
1257,14
2649,14
2901,14
6884,14
9336,14
3561,14
7363,14
9521,14
5811,14
561,14
4558,14
9118,14
1111,14
4226,14
1243,14
9567,14
6417,14
4533,14
9173,14
4881,14
3327,14
3912,14
7729,14
4460,14
2952,14
3310,14
9050,14
6721,14
6523,14
7232,14
2405,14
402,14
408,14
8567,14
8400,14
6416,14
4312,14
6042,14
4624,14
5305,14
438,14
4961,14
4162,14
4769,14
3274,14
465,14
7625,14
645,14
9853,14
1588,14
3635,14
9936,14
9392,14
1033,14
4817,14
9078,14
1944,14
943,14
1599,14
6132,14
1094,14
4055,14
4714,14
6145,14
1934,14
2228,14
8268,14
1904,14
6788,14
538,14
6790,14
6119,14
6079,14
8867,14
5292,14
5107,14
2207,14
7914,14
8194,14
1808,14
4749,14
8496,14
3043,14
4915,14
4809,14
4664,14
734,14
8119,14
2448,14
1087,14
2742,14
7700,14
1734,14
6310,14
6177,14
6229,14
6932,14
8527,14
4322,14
4687,14
1858,14
5261,14
7935,14
3836,14
7593,14
6521,14
4115,14
3585,14
7098,14
6505,14
7401,14
6830,14
9840,14
1005,14
2721,14
810,14
7814,14
4206,14
5364,14
4010,14
9643,14
5821,14
2591,14
4671,14
8636,14
3930,14
9881,14
7542,14
6279,14
3810,14
9339,14
9568,14
4051,14
7307,14
1672,14
7750,14
6099,14
1157,14
5263,14
4646,14
2807,14
2536,14
7533,14
1781,14
9958,14
5404,14
3889,14
5792,14
8784,14
3194,14
5139,14
5043,14
8844,14
6717,14
3916,14
4741,14
8455,14
1707,14
5283,14
8892,14
7668,14
8359,14
9457,14
2200,14
6259,14
6840,14
7077,14
4612,14
8485,14
3249,14
1923,14
2011,14
4419,14
5482,14
9276,14
4095,14
7525,14
4616,14
1330,14
7123,14
7852,14
8052,14
5840,14
9334,14
6979,14
2684,14
1415,14
9291,14
3779,14
1452,14
3153,14
9916,14
1977,14
8470,14
1598,14
9777,14
3609,14
6726,14
8127,14
3572,14
2400,14
8855,14
3751,14
2131,14
6436,14
8986,14
3338,14
7980,14
7095,14
4766,14
9569,14
2836,14
9660,14
3976,14
7191,14
8225,14
4613,14
9947,14
7262,14
9179,14
4084,14
5247,14
9571,13
5156,13
4471,13
4667,13
2870,13
3396,13
6940,13
2920,13
5805,13
2451,13
3785,13
36,13
4940,13
5048,13
2724,13
3456,13
1032,13
3723,13
281,13
5696,13
4218,13
55,13
2520,13
1770,13
700,13
4192,13
2036,13
4978,13
77,13
1609,13
7265,13
7951,13
3322,13
3774,13
5674,13
107,13
3138,13
3022,13
805,13
4080,13
301,13
207,13
2101,13
7756,13
1912,13
619,13
9858,13
9044,13
6032,13
919,13
3457,13
1554,13
5712,13
4565,13
140,13
6364,13
5555,13
9359,13
9721,13
4036,13
7462,13
2958,13
8032,13
4411,13
5052,13
163,13
8564,13
6982,13
9112,13
7067,13
262,13
6268,13
8263,13
5938,13
1212,13
4418,13
6381,13
7062,13
5359,13
3441,13
2343,13
8452,13
6913,13
4531,13
9848,13
2124,13
6113,13
8770,13
239,13
3161,13
387,13
2882,13
362,13
4285,13
6797,13
3497,13
3953,13
4823,13
4697,13
6013,13
9657,13
9218,13
1270,13
275,13
8798,13
8464,13
6856,13
6318,13
5537,13
6811,13
6348,13
9687,13
292,13
8545,13
8737,13
1957,13
2162,13
7157,13
9213,13
2483,13
1636,13
342,13
6702,13
2575,13
5270,13
6544,13
4870,13
7132,13
395,13
988,13
8960,13
9316,13
9262,13
382,13
896,13
4791,13
6935,13
5267,13
1080,13
2385,13
790,13
9548,13
8242,13
7258,13
6793,13
9951,13
5234,13
4597,13
6144,13
9077,13
8806,13
3119,13
7045,13
9217,13
8432,13
5441,13
9000,13
8872,13
9815,13
9895,13
4726,13
9131,13
9878,13
8881,13
2239,13
1316,13
4329,13
3765,13
4750,13
3952,13
5205,13
806,13
9477,13
2978,13
4260,13
4990,13
7396,13
570,13
9956,13
6103,13
9767,13
6619,13
7114,13
1757,13
5507,13
7695,13
658,13
2534,13
3126,13
3942,13
690,13
8864,13
1620,13
7776,13
3611,13
2306,13
733,13
3024,13
5621,13
5965,13
744,13
5735,13
1163,13
4026,13
5894,13
4228,13
3844,13
3429,13
7901,13
9999,13
5989,13
4279,13
4191,13
811,13
9955,13
9813,13
1664,13
9101,13
9472,13
2923,13
4555,13
7362,13
1610,13
4315,13
2802,13
5831,13
8205,13
1444,13
3079,13
4414,13
7930,13
1323,13
1003,13
4113,13
7499,13
8353,13
8450,13
2566,13
2461,13
6562,13
1061,13
2173,13
6696,13
2969,13
2416,13
7146,13
6338,13
6254,13
7400,13
2841,13
9331,13
3277,13
4529,13
3556,13
4194,13
8885,13
9748,13
4571,13
3181,13
9047,13
7546,13
2334,13
5445,13
2842,13
8779,13
2353,13
4919,13
3466,13
5881,13
5235,13
7989,13
2522,13
5529,13
7531,13
8355,13
2391,13
2469,13
5457,13
1408,13
2190,13
4577,13
2397,13
8343,13
9373,13
3199,13
4607,13
2389,13
7195,13
3143,13
1484,13
5476,13
1805,13
4340,13
3321,13
3306,13
9694,13
8100,13
9325,13
1690,13
3341,13
3225,13
6473,13
9742,13
1802,13
1861,13
1825,13
5081,13
5379,13
7292,13
5733,13
8617,13
9204,13
9990,13
6366,13
2356,13
4773,13
7197,13
9166,13
2763,13
7909,13
6822,13
6617,13
5000,13
3833,13
8908,13
6262,13
8743,13
3711,13
5665,13
5987,13
2720,13
9036,13
7455,13
7618,13
6164,13
4395,12
9001,12
2924,12
9932,12
11,12
603,12
2941,12
8199,12
2615,12
6341,12
21,12
2977,12
388,12
6730,12
1543,12
43,12
5906,12
6045,12
9148,12
6105,12
4402,12
8766,12
3637,12
8202,12
69,12
6903,12
8839,12
6715,12
5485,12
9455,12
2338,12
7676,12
7311,12
79,12
7706,12
106,12
5344,12
1200,12
8349,12
8877,12
119,12
198,12
5738,12
132,12
1878,12
639,12
3941,12
9438,12
5919,12
4371,12
1643,12
843,12
152,12
5503,12
9705,12
3527,12
4946,12
2607,12
6864,12
1505,12
4596,12
8138,12
1134,12
2054,12
1442,12
200,12
7250,12
206,12
209,12
4755,12
7281,12
1994,12
1483,12
2665,12
7952,12
4018,12
240,12
259,12
4948,12
6360,12
7024,12
8566,12
7471,12
3734,12
3381,12
795,12
4240,12
6053,12
9461,12
2996,12
3605,12
8182,12
8075,12
6355,12
8721,12
5657,12
9874,12
2178,12
313,12
3983,12
7556,12
5843,12
5867,12
1462,12
8939,12
9605,12
6453,12
4600,12
9324,12
2661,12
354,12
8917,12
6904,12
3366,12
9923,12
2891,12
5222,12
1482,12
4952,12
3781,12
4035,12
4344,12
5570,12
6731,12
6867,12
7040,12
5443,12
5932,12
7845,12
9065,12
8628,12
433,12
434,12
5730,12
7539,12
6949,12
446,12
1148,12
451,12
5497,12
6071,12
8299,12
9164,12
5949,12
2845,12
4982,12
907,12
7392,12
7466,12
1612,12
525,12
8887,12
3223,12
9432,12
6189,12
4890,12
9796,12
7846,12
6611,12
2553,12
6980,12
622,12
6081,12
6647,12
4923,12
5276,12
2297,12
8241,12
3741,12
674,12
2823,12
8972,12
4083,12
695,12
1036,12
7005,12
9235,12
713,12
890,12
2237,12
956,12
9433,12
1334,12
9942,12
7515,12
4338,12
9731,12
1122,12
5998,12
6568,12
8553,12
1783,12
2558,12
7967,12
6633,12
6388,12
3802,12
939,12
6536,12
844,12
3346,12
3579,12
9547,12
4934,12
2390,12
3593,12
3372,12
4889,12
2995,12
9954,12
3232,12
6331,12
942,12
6197,12
2830,12
3664,12
3920,12
8278,12
5732,12
6595,12
9740,12
8728,12
5008,12
9939,12
7247,12
5795,12
7275,12
4204,12
1053,12
8262,12
1072,12
9386,12
9706,12
4028,12
5833,12
2943,12
5669,12
2634,12
9516,12
7642,12
1567,12
6407,12
6126,12
2422,12
6760,12
2925,12
2669,12
9337,12
9470,12
7888,12
8430,12
8933,12
4698,12
3615,12
9766,12
4975,12
8534,12
2450,12
1847,12
8300,12
2039,12
4788,12
7134,12
7803,12
6228,12
8431,12
9319,12
7635,12
4424,12
1587,12
5740,12
7100,12
3463,12
1632,12
4199,12
9167,12
6842,12
3248,12
3684,12
9069,12
2349,12
3876,12
9169,12
9014,12
5755,12
6433,12
6678,12
4234,12
3744,12
6594,12
7142,12
4615,12
2302,12
8920,12
9060,12
6155,12
6589,12
8224,12
2495,12
6743,12
8421,12
2741,12
8843,12
9533,12
6528,12
5876,12
6527,12
8060,12
7355,12
9690,12
6989,11
5029,11
8288,11
7862,11
8790,11
3273,11
3259,11
5122,11
8535,11
8713,11
3616,11
4836,11
1947,11
4205,11
4342,11
7579,11
1045,11
4237,11
7953,11
5409,11
6742,11
7624,11
5004,11
3137,11
2086,11
4300,11
9713,11
7190,11
6385,11
4355,11
765,11
8858,11
4099,11
4630,11
5271,11
179,11
6957,11
221,11
134,11
8269,11
8429,11
2775,11
1497,11
9004,11
5962,11
802,11
131,11
1131,11
5328,11
1430,11
141,11
5638,11
6632,11
927,11
8181,11
9096,11
3895,11
9160,11
174,11
175,11
193,11
194,11
636,11
4786,11
4921,11
9812,11
1237,11
3957,11
7302,11
679,11
3401,11
6775,11
4926,11
7163,11
1272,11
7929,11
7147,11
4131,11
2771,11
4075,11
8767,11
8394,11
1059,11
4328,11
3607,11
7041,11
257,11
607,11
9945,11
5153,11
2970,11
8579,11
4866,11
5741,11
3821,11
4754,11
3513,11
3776,11
9514,11
1471,11
1192,11
9683,11
7597,11
2439,11
2777,11
2285,11
7205,11
4286,11
333,11
4179,11
6968,11
8942,11
7319,11
345,11
1202,11
3792,11
351,11
431,11
2006,11
6217,11
5976,11
6260,11
9512,11
8747,11
5194,11
3489,11
4134,11
8136,11
7174,11
3299,11
2380,11
8781,11
3220,11
4535,11
8058,11
7944,11
450,11
6559,11
596,11
9531,11
7662,11
653,11
5341,11
2617,11
2114,11
2754,11
503,11
1983,11
4999,11
3188,11
9429,11
3763,11
624,11
5908,11
3973,11
785,11
6224,11
3722,11
4935,11
1616,11
3343,11
601,11
606,11
904,11
7716,11
3563,11
4350,11
3725,11
9607,11
2666,11
7554,11
4139,11
4703,11
4159,11
4459,11
5338,11
1909,11
3566,11
1765,11
5492,11
2761,11
8918,11
1663,11
4659,11
774,11
3033,11
5559,11
831,11
5704,11
1404,11
8133,11
3384,11
7977,11
7703,11
2753,11
2194,11
9281,11
9019,11
4691,11
7284,11
859,11
8120,11
871,11
6503,11
1309,11
8559,11
1678,11
2238,11
929,11
7477,11
9693,11
4013,11
2433,11
4155,11
1492,11
6639,11
3519,11
8744,11
3893,11
8408,11
3565,11
2490,11
1018,11
9288,11
3961,11
8376,11
8137,11
7869,11
9880,11
2211,11
8158,11
6437,11
1116,11
8999,11
1152,11
6484,11
1154,11
8663,11
8374,11
1167,11
2065,11
4248,11
3990,11
6981,11
9087,11
8913,11
1529,11
6410,11
9174,11
5230,11
8328,11
8320,11
2299,11
4003,11
2213,11
9229,11
8294,11
1864,11
2611,11
2412,11
2236,11
2066,11
9510,11
1445,11
5628,11
3139,11
8938,11
6343,11
2899,11
1527,11
8704,11
2430,11
8936,11
1556,11
5767,11
6984,11
6065,11
2624,11
3317,11
1649,11
7683,11
7934,11
9888,11
3906,11
4913,11
1763,11
6894,11
1908,11
9728,11
5502,11
3715,11
4780,11
2375,11
1883,11
1894,11
5639,11
1992,11
2069,11
2927,11
4483,11
9111,11
2529,11
9823,11
8580,11
6480,11
3864,11
8373,11
5181,11
3003,11
9250,11
4680,11
8178,11
4007,11
4005,11
2916,11
6650,11
8573,11
6905,11
4267,11
7613,11
3364,11
6774,11
3326,11
8255,11
8971,11
3437,11
3737,11
6452,11
4222,11
6326,11
6232,11
5759,11
4955,11
6050,11
3904,11
8896,11
6046,11
4557,11
8509,11
4451,11
3,10
8216,10
3897,10
10,10
125,10
3221,10
7298,10
8384,10
23,10
5295,10
3006,10
2051,10
9532,10
3834,10
74,10
1365,10
5239,10
8318,10
8603,10
1939,10
6971,10
2524,10
5046,10
2254,10
1546,10
5677,10
64,10
4642,10
3992,10
68,10
7141,10
8829,10
6757,10
5183,10
3770,10
5612,10
7333,10
2266,10
3863,10
4702,10
3133,10
1235,10
4140,10
9715,10
1229,10
8726,10
4522,10
9924,10
1647,10
138,10
3210,10
5652,10
9371,10
3140,10
8827,10
156,10
930,10
3760,10
5189,10
6681,10
3595,10
2438,10
6934,10
184,10
4735,10
8549,10
9063,10
4421,10
2704,10
5748,10
3511,10
905,10
8008,10
7957,10
1282,10
1571,10
225,10
6123,10
230,10
4974,10
234,10
1872,10
812,10
3374,10
3549,10
5647,10
263,10
8689,10
269,10
5420,10
8170,10
289,10
1547,10
7324,10
6705,10
6537,10
9444,10
517,10
8847,10
2794,10
8368,10
350,10
1735,10
4173,10
1971,10
5794,10
7742,10
8590,10
4219,10
3179,10
5985,10
6312,10
8460,10
588,10
7514,10
430,10
9752,10
8433,10
8404,10
9850,10
583,10
462,10
8955,10
4101,10
4696,10
8461,10
5663,10
514,10
3152,10
8375,10
1501,10
2699,10
7209,10
3072,10
1901,10
9898,10
4611,10
2201,10
5548,10
2507,10
4441,10
1062,10
5729,10
6109,10
1694,10
2029,10
8442,10
1873,10
600,10
6256,10
1905,10
7270,10
9402,10
7943,10
604,10
5710,10
4963,10
623,10
3438,10
5661,10
7867,10
5260,10
2581,10
2806,10
1280,10
2567,10
6600,10
9503,10
8484,10
9257,10
4841,10
3626,10
4294,10
705,10
4704,10
2078,10
3239,10
9479,10
2740,10
7527,10
5631,10
2155,10
5455,10
8451,10
3547,10
3245,10
7139,10
3908,10
9427,10
7786,10
2635,10
8684,10
794,10
6602,10
1308,10
937,10
823,10
835,10
7465,10
6425,10
2532,10
1407,10
8569,10
7179,10
1197,10
7516,10
8183,10
9610,10
3534,10
3258,10
8809,10
9732,10
8466,10
1572,10
958,10
9589,10
8126,10
2814,10
6869,10
7492,10
6908,10
9110,10
5246,10
2820,10
7049,10
6792,10
2688,10
8197,10
3708,10
9686,10
2858,10
9590,10
5161,10
7596,10
5656,10
3311,10
1118,10
3503,10
2816,10
5586,10
1132,10
2682,10
7055,10
2350,10
7682,10
7320,10
9620,10
1247,10
5447,10
1659,10
6198,10
1288,10
8787,10
9313,10
1300,10
1302,10
4390,10
9652,10
5934,10
6187,10
1367,10
5575,10
3590,10
6166,10
1621,10
8309,10
2938,10
4677,10
5882,10
3914,10
2518,10
1489,10
3333,10
6631,10
7541,10
7007,10
2431,10
2294,10
5972,10
8314,10
4369,10
8426,10
7111,10
3373,10
9408,10
3403,10
5310,10
6624,10
5751,10
3639,10
1669,10
5299,10
2394,10
5579,10
4281,10
5131,10
3229,10
8973,10
2538,10
7807,10
2551,10
3742,10
8985,10
6841,10
9184,10
8047,10
7035,10
1902,10
4244,10
8520,10
7153,10
1986,10
2897,10
2972,10
9445,10
6962,10
5757,10
2100,10
7603,10
9869,10
5077,10
2578,10
9636,10
4022,10
3608,10
5201,10
4685,10
4449,10
2363,10
7449,10
6274,10
6737,10
6878,10
6996,10
3675,10
9965,10
5245,10
5434,10
7538,10
9860,10
2772,10
7300,10
8072,10
6037,10
3574,10
7245,10
3360,10
7154,10
3688,10
7192,10
7713,10
5788,10
3709,9
720,9
9803,9
644,9
7478,9
3241,9
1479,9
4378,9
1838,9
8036,9
9428,9
2904,9
3477,9
4280,9
2023,9
6397,9
3383,9
3685,9
5672,9
1352,9
3425,9
1332,9
9103,9
5462,9
4778,9
8610,9
7410,9
7851,9
4039,9
7278,9
6779,9
738,9
8826,9
8230,9
101,9
1778,9
8293,9
9222,9
5192,9
3440,9
8457,9
6424,9
1742,9
6011,9
6586,9
1662,9
2844,9
9294,9
3798,9
2330,9
4619,9
4899,9
8444,9
5050,9
2013,9
1458,9
6938,9
7622,9
2208,9
6871,9
5783,9
1460,9
8927,9
548,9
8943,9
4608,9
247,9
6655,9
8653,9
8780,9
265,9
8799,9
4104,9
1180,9
4264,9
7407,9
4427,9
6427,9
3894,9
2097,9
5044,9
7395,9
8924,9
8078,9
4589,9
8591,9
3702,9
7000,9
6057,9
6986,9
6330,9
4598,9
7815,9
367,9
369,9
7507,9
6550,9
6652,9
399,9
6220,9
5550,9
3009,9
7441,9
6141,9
2956,9
6107,9
3925,9
4465,9
458,9
5142,9
3865,9
9764,9
2218,9
4128,9
7136,9
6509,9
3562,9
7182,9
3256,9
3674,9
2181,9
526,9
1832,9
2030,9
2616,9
536,9
5936,9
7872,9
7167,9
2480,9
7970,9
6657,9
5591,9
566,9
3828,9
6175,9
4318,9
4462,9
7293,9
9517,9
595,9
8840,9
1321,9
612,9
5651,9
2407,9
2331,9
3300,9
3721,9
8644,9
3831,9
1355,9
1211,9
4331,9
6735,9
7304,9
6380,9
5490,9
4420,9
4437,9
1307,9
7402,9
7599,9
4658,9
1432,9
4241,9
6967,9
717,9
3832,9
3673,9
3015,9
7316,9
7812,9
1714,9
739,9
2854,9
6608,9
7797,9
1997,9
6190,9
2898,9
6471,9
5686,9
9582,9
8696,9
4396,9
5207,9
2912,9
4224,9
5111,9
7326,9
6357,9
1812,9
7069,9
6604,9
5754,9
9674,9
5433,9
5653,9
1758,9
9367,9
8034,9
9867,9
1466,9
4492,9
9493,9
3312,9
9757,9
5855,9
9193,9
9070,9
2604,9
1761,9
6314,9
1140,9
7839,9
1614,9
7372,9
5690,9
5804,9
2225,9
3149,9
1437,9
5088,9
5944,9
8900,9
3355,9
6116,9
1297,9
2130,9
8372,9
7171,9
8901,9
8341,9
7002,9
5694,9
6044,9
5664,9
4717,9
2860,9
6440,9
1882,9
7740,9
3038,9
2550,9
9146,9
8778,9
6809,9
8090,9
8685,9
8719,9
9992,9
7350,9
3516,9
9142,9
4326,9
8176,9
9712,9
1843,9
6546,9
5179,9
5121,9
7113,9
9309,9
2613,9
5963,9
4908,9
2099,9
2141,9
9716,9
3972,9
2243,9
7973,9
6835,9
8227,9
7021,9
6275,9
2374,9
8687,9
6091,9
5599,9
5717,9
9356,9
8397,9
3293,9
2702,9
5038,9
4928,9
5005,9
5534,9
2985,9
8342,9
9820,9
6698,9
9736,9
6753,9
9076,9
9342,9
4939,9
6642,9
8125,9
7186,9
9201,9
5847,9
9045,9
4719,9
7534,9
8,8
4569,8
3971,8
9178,8
75,8
110,8
4651,8
9311,8
9233,8
104,8
2780,8
9894,8
7436,8
6622,8
9361,8
58,8
3768,8
70,8
9082,8
7903,8
1562,8
7371,8
2663,8
3613,8
4883,8
1557,8
6558,8
1548,8
8412,8
4443,8
6491,8
120,8
5780,8
6814,8
1189,8
1789,8
2298,8
9905,8
2296,8
1733,8
144,8
6564,8
5137,8
160,8
7749,8
4351,8
6685,8
8321,8
4848,8
172,8
6825,8
9834,8
5324,8
2817,8
872,8
867,8
7763,8
9499,8
7545,8
6242,8
223,8
594,8
229,8
8339,8
3350,8
3053,8
3281,8
9364,8
833,8
5703,8
271,8
7917,8
278,8
7723,8
1996,8
3301,8
9421,8
9301,8
5887,8
6644,8
4686,8
8062,8
3592,8
1708,8
3872,8
7203,8
2574,8
6756,8
375,8
2718,8
4770,8
524,8
7484,8
4440,8
8334,8
416,8
2426,8
8586,8
2955,8
6612,8
7387,8
7699,8
8239,8
447,8
2531,8
2512,8
469,8
4079,8
479,8
492,8
8377,8
501,8
842,8
6021,8
9619,8
2940,8
2886,8
2229,8
544,8
2432,8
9885,8
4587,8
5834,8
9171,8
1145,8
4176,8
6676,8
8033,8
6724,8
3475,8
6093,8
2756,8
9058,8
1364,8
3264,8
9363,8
9003,8
9856,8
8077,8
3643,8
7178,8
4447,8
2987,8
9232,8
7013,8
3442,8
2755,8
1603,8
728,8
693,8
9697,8
3046,8
5569,8
3307,8
6828,8
2650,8
3465,8
8477,8
1936,8
2648,8
3995,8
6585,8
8555,8
7766,8
749,8
6121,8
2976,8
2998,8
6581,8
4874,8
886,8
5675,8
7470,8
1705,8
5896,8
6070,8
2990,8
9074,8
799,8
800,8
1151,8
8937,8
2850,8
2367,8
1009,8
2282,8
3017,8
2487,8
6787,8
5498,8
6712,8
2910,8
3803,8
4574,8
8969,8
9863,8
4193,8
887,8
3932,8
1209,8
6102,8
910,8
9307,8
4898,8
924,8
6754,8
949,8
1101,8
1441,8
979,8
1553,8
6165,8
3560,8
3499,8
